MAL_ID,avg_rating,rating_count,rating_confidence
1.0,8.76248187279884,9654,80.3977970237221
5.0,8.330947680157946,4052,69.2069537603879
6.0,8.214462517680339,5656,70.97828730067863
7.0,7.459415584415584,1232,53.09019364779247
8.0,7.096938775510204,196,37.49457340140073
15.0,8.094510076441974,1439,58.86650206855866
16.0,8.260939381774389,2491,64.60749242341764
17.0,7.725333333333333,375,45.8080526624014
18.0,8.144778987828316,1561,59.89444311896279
19.0,8.912,4000,73.91879811413568
20.0,7.789658834461702,15066,74.93856044230974
22.0,8.103221564760027,1521,59.378629280767
23.0,6.545454545454546,44,24.91633629667846
24.0,8.128669900434005,3917,67.25122218442246
25.0,7.498729889923793,1181,53.0532380026988
26.0,7.808105872622002,1209,55.42486850975767
27.0,7.43594470046083,2170,57.12994054799821
28.0,8.101218369259607,1067,56.49419480855867
29.0,7.460093896713615,213,40.03068491957616
30.0,8.313828391498294,11433,77.68729449393571
31.0,7.295376121463078,2898,58.15962212134632
32.0,8.413914934094306,7359,74.91594378033155
33.0,8.422411953041623,4685,71.18904412674365
43.0,8.210449456433555,6163,71.64833279588849
44.0,8.751269035532994,3349,71.03156211770633
45.0,8.366615067079463,3876,69.13180868723698
46.0,7.532921810699588,972,51.82939531868922
47.0,7.979261363636364,7040,70.69230981354798
48.0,7.188594297148574,1999,54.63980407384678
49.0,7.4125,960,50.90886030649229
50.0,7.56281179138322,2205,58.22560547305626
51.0,6.467450271247739,1106,45.3330037031328
52.0,7.391600454029512,881,50.13125388049515
53.0,7.272215269086358,1598,53.64810442856282
54.0,7.12807881773399,1421,51.74856638519966
55.0,6.768817204301075,186,35.408418003332926
56.0,6.187739463601533,261,34.45546503285123
57.0,8.429668304668304,3256,68.1838930802877
58.0,7.118489583333333,768,47.30301084672833
59.0,7.614093372967302,5719,65.87503501557248
60.0,7.816433566433567,2860,62.21042019305427
61.0,7.425389755011136,2694,58.654293348476365
62.0,7.006222222222222,1125,49.22870764992936
63.0,6.854515733551287,2447,53.48596889809693
64.0,7.603506405933918,2966,60.79236510478712
65.0,7.795387634936212,2038,59.402527998094385
66.0,8.086892488954344,3395,65.74929503526498
67.0,7.716768916155419,1956,58.48668778112289
68.0,7.510533245556287,3038,60.2290975322523
69.0,6.4,90,28.86950084170784
71.0,7.832146490335707,5898,68.00291049511667
72.0,8.253927813163482,4710,69.80887778979677
73.0,8.120222544750847,4134,67.6190631566886
74.0,7.8731165741475015,1261,56.21761920056169
75.0,7.4514038876889845,463,45.75075962242026
76.0,7.496949152542373,1475,54.70592022716197
77.0,8.097211155378487,1255,57.779167187649406
79.0,7.316073354908307,3708,60.12727746551716
80.0,7.774336283185841,1130,54.66025037847798
81.0,7.981443298969072,970,54.8989726984654
82.0,7.749315068493151,730,51.10218759151301
83.0,6.711206896551724,232,36.58304686293877
84.0,7.276771004942339,607,46.64537471770109
85.0,7.905183312262959,791,52.763631331246025
86.0,6.6752136752136755,468,41.05658771073969
87.0,7.6065318818040435,643,49.19675656201617
88.0,6.742663656884876,443,41.10209473585791
89.0,6.813380281690141,284,38.51255832330929
90.0,7.789719626168225,1926,58.91925554788201
91.0,7.778225806451613,744,51.44039579537972
92.0,7.384248210023866,419,44.602740039838466
93.0,8.027753686036426,2306,62.16454237437664
94.0,7.390386869871043,1706,55.00290049765083
95.0,7.694594594594594,370,45.52277641146856
96.0,7.552356020942408,764,50.14670623190983
97.0,7.966807165437302,1898,60.14208623297817
98.0,7.652522935779817,1744,57.12233271391003
99.0,7.44845908607864,941,51.007087108932765
100.0,7.342528735632184,870,49.70629074498137
101.0,7.557030909882456,4594,63.72635618541512
102.0,7.644913627639156,1563,56.22835441796975
103.0,7.515923566878981,157,38.050077318291855
104.0,7.4422632794457275,866,50.347201160912924
105.0,6.7465181058495824,359,39.7107074210927
106.0,7.844051446945338,622,50.47291393113181
107.0,7.265135699373695,479,44.8533938237552
108.0,7.170542635658915,258,39.84547253544242
109.0,7.012448132780083,964,48.19044187246011
110.0,7.784,250,43.0101256782018
111.0,6.870056497175141,177,35.59914574663941
112.0,4.924812030075188,133,24.120940368179298
113.0,7.531976744186046,344,44.013440652698414
114.0,7.880898876404494,1335,56.7222601950938
115.0,6.838509316770186,161,34.79157493845251
116.0,7.045871559633028,218,37.97070723393645
117.0,7.45993031358885,287,42.245290550421814
118.0,7.016949152542373,177,36.36031169188006
119.0,6.751898734177215,790,45.057432101357804
120.0,7.83963544696529,5157,67.01558851146693
121.0,8.303344084196231,11782,77.83897750449636
122.0,8.167664670658683,1169,57.70258271801209
123.0,7.799242424242424,1320,56.04648152655859
124.0,6.868020304568528,394,41.06310883203664
125.0,6.732628398791541,662,43.740371799483974
126.0,7.163865546218488,476,44.18325889480934
127.0,7.092307692307692,325,41.04245681246234
128.0,6.774358974358974,195,35.75584340945392
129.0,7.769102990033223,602,49.73715403503829
130.0,7.434782608695652,391,44.39503367844213
131.0,7.416666666666667,276,41.71146317088943
132.0,7.812206572769953,1278,55.8872274451981
133.0,6.350854139290408,2283,49.115496317424345
134.0,7.565600370885489,2157,58.080638517665854
135.0,8.23733518390007,1441,59.916615956154686
